L4_SRC_PORT,L4_DST_PORT,PROTOCOL,L7_PROTO,IN_BYTES,IN_PKTS,OUT_BYTES,OUT_PKTS,TCP_FLAGS,CLIENT_TCP_FLAGS,SERVER_TCP_FLAGS,FLOW_DURATION_MILLISECONDS,DURATION_IN,DURATION_OUT,MIN_TTL,MAX_TTL,LONGEST_FLOW_PKT,SHORTEST_FLOW_PKT,MIN_IP_PKT_LEN,MAX_IP_PKT_LEN,SRC_TO_DST_SECOND_BYTES,DST_TO_SRC_SECOND_BYTES,RETRANSMITTED_IN_BYTES,RETRANSMITTED_IN_PKTS,RETRANSMITTED_OUT_BYTES,RETRANSMITTED_OUT_PKTS,SRC_TO_DST_AVG_THROUGHPUT,DST_TO_SRC_AVG_THROUGHPUT,NUM_PKTS_UP_TO_128_BYTES,NUM_PKTS_128_TO_256_BYTES,NUM_PKTS_256_TO_512_BYTES,NUM_PKTS_512_TO_1024_BYTES,NUM_PKTS_1024_TO_1514_BYTES,TCP_WIN_MAX_IN,TCP_WIN_MAX_OUT,ICMP_TYPE,ICMP_IPV4_TYPE,DNS_QUERY_ID,DNS_QUERY_TYPE,DNS_TTL_ANSWER,FTP_COMMAND_RET_CODE,Label,attack_cat
44043,80,6,7.0,1048,8,824,10,27,27,27,0,0,0,31,32,364,52,52,364,1048.0,824.0,364,1,200,1,8384000,6592000,14,2,2,0,0,7240,7240,27648,108,0,0,0,0.0,0,Benign
54431,21,6,1.0,1817,33,2512,35,24,24,24,0,0,0,31,32,106,52,52,106,2264.0,2754.0,436,7,793,9,10616000,12192000,79,0,0,0,0,20272,17376,46080,180,0,0,0,229.0,0,Benign
46765,52788,6,0.0,3182,52,36954,54,27,27,27,4294952,15,15,31,32,1352,52,52,1352,3182.0,36954.0,547,6,18057,19,1584000,18472000,78,0,0,4,24,33304,14480,8960,35,0,0,0,0.0,0,Benign
52129,28559,6,0.0,2974,48,34222,50,27,27,27,0,0,0,31,32,1352,52,52,1352,2974.0,34222.0,547,6,16691,17,23792000,273776000,74,0,0,0,24,30408,14480,8960,35,0,0,0,0.0,0,Benign
33541,6881,6,0.0,1540,16,1644,18,27,27,27,0,0,0,31,32,329,52,52,329,1540.0,1644.0,506,3,506,3,12320000,13152000,30,0,4,0,0,10136,10136,64000,250,0,0,0,0.0,0,Benign
44158,5190,6,0.0,2048,24,2410,26,27,27,27,0,0,0,31,32,485,52,52,485,2048.0,2410.0,656,5,837,6,16384000,19280000,46,0,4,0,0,14480,13032,36864,144,0,0,0,0.0,0,Benign
41232,45707,6,0.0,5486,96,95318,98,27,27,27,0,0,0,31,32,1352,52,52,1352,5486.0,95318.0,555,6,47239,41,43888000,762544000,122,0,0,6,66,65160,14480,11008,43,0,0,0,0.0,0,Benign
23146,59855,6,0.0,4376,18,2456,18,27,27,27,0,0,0,31,32,1080,52,52,1080,4376.0,2456.0,2028,6,1068,6,35008000,19648000,14,18,2,0,2,14480,14480,60416,236,0,0,0,0.0,0,Benign
12147,21,6,1.0,9,1,193,3,24,24,16,0,0,0,31,32,89,52,52,89,456.0,435.0,0,0,0,0,3648000,3480000,15,0,0,0,0,0,7240,0,0,0,0,0,331.0,0,Benign
49920,1763,6,0.0,2334,36,16102,38,27,27,27,0,0,0,31,32,1352,52,52,1352,2334.0,16102.0,539,6,7631,11,18672000,128816000,62,0,2,0,10,21720,14480,6912,27,0,0,0,0.0,0,Benign
2890,33731,6,0.0,2438,38,19420,40,27,27,27,0,0,0,31,32,1352,52,52,1352,2438.0,19420.0,539,6,9290,12,19504000,155360000,64,0,0,2,12,23168,14480,6912,27,0,0,0,0.0,0,Benign
12163,5190,6,0.0,1064,12,2260,12,27,27,27,0,0,0,31,32,828,52,52,828,1064.0,2260.0,372,3,970,3,8512000,18080000,20,2,0,2,0,10136,10136,29696,116,0,0,0,0.0,0,Benign
60962,21680,6,0.0,2646,42,24004,44,27,27,27,0,0,0,31,32,1352,52,52,1352,2646.0,24004.0,539,6,11582,14,21168000,192032000,68,0,2,0,16,26064,14480,6912,27,0,0,0,0.0,0,Benign
9156,7187,6,0.0,5174,90,85164,92,27,27,27,0,0,0,31,32,1352,52,52,1352,5174.0,85164.0,555,6,42162,38,41392000,681312000,116,0,6,0,60,60816,14480,11008,43,0,0,0,0.0,0,Benign
57747,28280,6,0.0,3390,56,44134,58,27,27,27,0,0,0,31,32,1352,52,52,1352,3390.0,44134.0,547,6,21647,21,27120000,353072000,82,0,0,0,32,36200,14480,8960,35,0,0,0,0.0,0,Benign
48029,54430,6,0.0,320,6,1850,8,27,19,27,0,0,0,31,32,765,52,52,765,320.0,1850.0,0,0,765,1,2560000,14800000,12,0,0,2,0,7240,5792,0,0,0,0,0,0.0,0,Benign
36321,21,6,1.0,481,9,750,11,24,24,24,0,0,0,31,32,94,52,52,94,928.0,992.0,132,2,172,2,5576000,5696000,31,0,0,0,0,10136,10136,33792,132,0,0,0,229.0,0,Benign
26784,62120,6,0.0,528,10,8824,12,27,19,27,0,0,0,31,32,1500,52,52,1500,528.0,8824.0,0,0,4252,3,4224000,70592000,16,0,0,0,6,10136,5792,0,0,0,0,0,0.0,0,Benign
3753,25,6,3.0,37266,52,3380,42,27,27,27,0,0,0,31,32,1500,52,52,1500,37266.0,3380.0,18161,17,958,7,298128000,27040000,66,2,2,0,24,15928,30408,61696,241,0,0,0,0.0,0,Benign
3901,17268,6,0.0,320,6,1936,8,27,19,27,4294951,16,16,31,32,808,52,52,808,320.0,1936.0,0,0,808,1,144000,904000,12,0,0,2,0,7240,5792,0,0,0,0,0,0.0,0,Benign
31262,25,6,3.0,37868,54,3484,44,27,27,27,0,0,0,31,32,1500,52,52,1500,37868.0,3484.0,18462,18,958,7,302944000,27872000,70,2,2,0,24,15928,31856,7680,30,0,0,0,0.0,0,Benign
10518,21,6,1.0,701,13,1054,15,24,24,24,0,0,0,31,32,106,52,52,106,1148.0,1296.0,190,3,266,3,6480000,6864000,39,0,0,0,0,11584,11584,48640,190,0,0,0,125.0,0,Benign
20893,179,6,0.0,2216,16,544,10,19,19,19,0,0,0,254,255,727,40,40,727,2216.0,544.0,932,4,144,2,17728000,4352000,24,0,0,2,0,16383,16383,41984,164,0,0,0,0.0,0,Benign
43563,49986,17,0.0,536,4,304,4,0,0,0,0,0,0,31,32,152,52,52,152,536.0,304.0,0,0,0,0,4288000,2432000,6,2,0,0,0,0,0,0,0,0,0,0,0.0,0,Benign
19192,53,17,0.0,146,2,178,2,0,0,0,0,0,0,31,31,89,73,73,89,146.0,178.0,0,0,0,0,1168000,1424000,4,0,0,0,0,0,0,0,0,61277,1,60,0.0,0,Benign
59098,80,6,7.0,1684,14,10168,18,27,27,27,0,0,0,31,32,1500,52,52,1500,1684.0,10168.0,578,2,4820,4,13472000,81344000,20,0,6,0,6,11584,8688,16896,66,0,0,0,0.0,0,Benign
55989,53,17,0.0,130,2,162,2,0,0,0,0,0,0,31,31,81,65,65,81,130.0,162.0,0,0,0,0,1040000,1296000,4,0,0,0,0,0,0,0,0,32528,1,60,0.0,0,Benign
54208,51104,6,0.0,2750,44,28874,46,27,27,27,0,0,0,31,32,1379,52,52,1379,2750.0,28874.0,539,6,14017,15,22000000,230992000,70,0,0,0,20,27512,14480,6912,27,0,0,0,0.0,0,Benign
7995,43653,6,0.0,3598,60,46456,62,27,27,27,0,0,0,31,32,1352,52,52,1352,3598.0,46456.0,547,6,22808,23,28784000,371648000,86,0,4,0,32,39096,14480,8960,35,0,0,0,0.0,0,Benign
7600,43490,6,0.0,3598,60,48918,62,27,27,27,0,0,0,31,32,1352,52,52,1352,3598.0,48918.0,547,6,24039,23,28784000,391344000,86,0,0,4,32,39096,14480,8960,35,0,0,0,0.0,0,Benign
21544,80,6,7.0,866,10,1182,8,27,27,19,0,0,0,62,63,463,40,40,463,866.0,1182.0,257,1,463,1,6928000,9456000,14,0,4,0,0,16383,16383,256,1,0,0,0,0.0,1,Exploits
18296,6881,6,0.0,1540,16,1644,18,27,27,27,0,0,0,31,32,329,52,52,329,1540.0,1644.0,506,3,506,3,12320000,13152000,30,0,4,0,0,10136,10136,64000,250,0,0,0,0.0,0,Benign
25784,61601,6,0.0,2230,34,14370,36,27,27,27,0,0,0,31,32,1352,52,52,1352,2230.0,14370.0,539,6,6765,10,17840000,114960000,60,0,0,2,8,20272,14480,6912,27,0,0,0,0.0,0,Benign
30715,21,6,1.0,1817,33,2662,37,24,24,24,0,0,0,31,32,106,52,52,106,2264.0,2904.0,436,7,886,10,10616000,12344000,81,0,0,0,0,24616,20272,46080,180,0,0,0,221.0,0,Benign
39777,41209,6,0.0,3302,54,35712,56,27,27,27,0,0,0,31,32,1352,52,52,1352,3302.0,35712.0,555,6,17436,20,26416000,285696000,78,8,0,0,24,34752,14480,11008,43,0,0,0,0.0,0,Benign
15266,25,6,3.0,37154,52,3380,42,27,27,27,0,0,0,31,32,1500,52,52,1500,37154.0,3380.0,18105,17,958,7,297232000,27040000,66,2,2,0,24,15928,30408,47360,185,0,0,0,0.0,0,Benign
15062,111,17,0.0,568,4,312,4,0,0,0,0,0,0,31,32,142,76,76,142,568.0,312.0,0,0,0,0,4544000,2496000,4,4,0,0,0,0,0,0,0,0,0,0,0.0,0,Benign
34580,6863,6,0.0,8928,14,320,6,27,27,19,0,0,0,31,32,1500,52,52,1500,8928.0,320.0,4252,3,0,0,71424000,2560000,14,0,0,0,6,5792,10136,39936,156,0,0,0,0.0,0,Benign
14720,32341,6,0.0,424,8,8824,12,27,19,27,0,0,0,31,32,1500,52,52,1500,424.0,8824.0,0,0,4252,3,3392000,70592000,14,0,0,0,6,10136,5792,0,0,0,0,0,0.0,0,Benign
1639,32142,6,0.0,1866,29,21556,33,27,27,27,0,0,0,31,32,1352,52,52,1352,1866.0,21556.0,383,4,9786,10,14928000,172448000,47,0,0,0,15,36200,14480,32512,127,0,0,0,0.0,0,Benign
17944,40551,6,0.0,5174,90,90666,92,27,27,27,0,0,0,31,32,1352,52,52,1352,5174.0,90666.0,555,6,44913,38,41392000,725328000,116,0,0,0,66,60816,14480,11008,43,0,0,0,0.0,0,Benign
21426,111,17,0.0,568,4,304,4,0,0,0,0,0,0,31,32,142,76,76,142,568.0,304.0,0,0,0,0,4544000,2432000,4,4,0,0,0,0,0,0,0,0,0,0,0.0,0,Benign
40752,41004,6,0.0,2646,42,24570,44,27,27,27,0,0,0,31,32,1352,52,52,1352,2646.0,24570.0,539,6,11865,14,21168000,196560000,68,0,0,2,16,26064,14480,6912,27,0,0,0,0.0,0,Benign
8179,21,6,1.0,481,9,750,11,24,24,24,0,0,0,31,32,94,52,52,94,928.0,992.0,132,2,172,2,5576000,5696000,31,0,0,0,0,10136,10136,33792,132,0,0,0,229.0,0,Benign
35026,47850,6,0.0,2974,48,31920,50,27,27,27,0,0,0,31,32,1352,52,52,1352,2974.0,31920.0,547,6,15540,17,23792000,255360000,74,0,0,4,20,30408,14480,8960,35,0,0,0,0.0,0,Benign
28345,53,17,0.0,132,2,164,2,0,0,0,0,0,0,31,31,82,66,66,82,132.0,164.0,0,0,0,0,1056000,1312000,4,0,0,0,0,0,0,0,0,51996,1,60,0.0,0,Benign
36288,53,17,0.0,146,2,178,2,0,0,0,0,0,0,31,31,89,73,73,89,146.0,178.0,0,0,0,0,1168000,1424000,4,0,0,0,0,0,0,0,0,10341,1,60,0.0,0,Benign
23140,111,17,0.0,568,4,304,4,0,0,0,0,0,0,31,32,142,76,76,142,568.0,304.0,0,0,0,0,4544000,2432000,4,4,0,0,0,0,0,0,0,0,0,0,0.0,0,Benign
45738,80,6,7.0,1684,14,10168,18,27,27,27,4294951,16,16,31,32,1500,52,52,1500,1684.0,10168.0,578,2,4820,4,792000,4784000,20,0,6,0,6,11584,8688,16896,66,0,0,0,0.0,0,Benign
10568,11460,6,0.0,8928,14,320,6,27,27,19,0,0,0,31,32,1500,52,52,1500,8928.0,320.0,4252,3,0,0,71424000,2560000,14,0,0,0,6,5792,10136,39936,156,0,0,0,0.0,0,Benign
30656,58250,6,0.0,2230,34,14370,36,27,27,27,0,0,0,31,32,1352,52,52,1352,2230.0,14370.0,539,6,6765,10,17840000,114960000,60,0,0,2,8,20272,14480,6912,27,0,0,0,0.0,0,Benign
38061,11351,6,0.0,3806,64,53914,66,27,27,27,0,0,0,31,32,1352,52,52,1352,3806.0,53914.0,547,6,26537,25,30448000,431312000,90,0,0,4,36,41992,14480,8960,35,0,0,0,0.0,0,Benign
43637,111,17,0.0,568,4,320,4,0,0,0,0,0,0,31,32,142,80,80,142,568.0,320.0,0,0,0,0,4544000,2560000,4,4,0,0,0,0,0,0,0,0,0,0,0.0,0,Benign
60643,5190,6,0.0,2158,24,1918,20,27,27,27,0,0,0,31,32,433,52,52,433,2158.0,1918.0,711,5,643,4,17264000,15344000,38,2,4,0,0,11584,13032,50944,199,0,0,0,0.0,0,Benign
40731,39950,6,0.0,2542,40,23154,42,27,27,27,0,0,0,31,32,1352,52,52,1352,2542.0,23154.0,539,6,11157,13,20336000,185232000,66,0,0,0,16,24616,14480,6912,27,0,0,0,0.0,0,Benign
2108,21,6,1.0,1493,27,2052,29,24,24,24,0,0,0,31,32,106,52,52,106,1940.0,2294.0,378,6,609,7,9544000,10776000,67,0,0,0,0,17376,15928,31232,122,0,0,0,125.0,0,Benign
54478,53,17,0.0,146,2,178,2,0,0,0,0,0,0,31,31,89,73,73,89,146.0,178.0,0,0,0,0,1168000,1424000,4,0,0,0,0,0,0,0,0,29035,1,60,0.0,0,Benign
43145,80,6,7.0,1580,12,10168,18,27,27,27,0,0,0,31,32,1500,52,52,1500,1580.0,10168.0,578,2,3320,3,12640000,81344000,18,0,6,0,6,8688,8688,16896,66,0,0,0,0.0,0,Benign
52210,25,6,3.0,37282,52,3380,42,27,27,27,0,0,0,31,32,1500,52,52,1500,37282.0,3380.0,18169,17,958,7,298256000,27040000,66,2,2,0,24,15928,30408,63744,249,0,0,0,0.0,0,Benign
52754,21,6,1.0,701,13,1054,15,24,24,24,0,0,0,31,32,106,52,52,106,1148.0,1296.0,190,3,266,3,6480000,6864000,39,0,0,0,0,11584,11584,48640,190,0,0,0,125.0,0,Benign
34684,53,17,0.0,132,2,164,2,0,0,0,0,0,0,31,31,82,66,66,82,132.0,164.0,0,0,0,0,1056000,1312000,4,0,0,0,0,0,0,0,0,8921,1,60,0.0,0,Benign
39009,25,6,3.0,37496,52,3380,42,27,27,27,0,0,0,31,32,1500,52,52,1500,37496.0,3380.0,18276,17,958,7,299968000,27040000,66,2,2,0,24,15928,30408,25600,100,0,0,0,0.0,0,Benign
1583,12816,6,0.0,424,8,8824,12,27,19,27,0,0,0,31,32,1500,52,52,1500,424.0,8824.0,0,0,4252,3,3392000,70592000,14,0,0,0,6,10136,5792,0,0,0,0,0,0.0,0,Benign
23418,21813,6,0.0,3768,18,2456,18,27,27,27,0,0,0,31,32,776,52,52,776,3768.0,2456.0,1724,6,1068,6,30144000,19648000,14,18,2,2,0,14480,14480,48128,188,0,0,0,0.0,0,Benign
5227,25,6,3.0,37346,52,3276,40,27,27,27,0,0,0,31,32,1500,52,52,1500,37346.0,3276.0,18201,17,958,7,298768000,26208000,64,2,2,0,24,15928,30408,6400,25,0,0,0,0.0,0,Benign
26785,24937,6,0.0,4222,72,63402,74,27,27,27,0,0,0,31,32,1352,52,52,1352,4222.0,63402.0,547,6,31281,29,33776000,507216000,96,2,0,4,44,47784,14480,8960,35,0,0,0,0.0,0,Benign
49179,2674,17,0.0,536,4,304,4,0,0,0,0,0,0,31,32,152,52,52,152,536.0,304.0,0,0,0,0,4288000,2432000,6,2,0,0,0,0,0,0,0,0,0,0,0.0,0,Benign
55772,21,6,1.0,1251,23,1752,25,24,24,24,0,0,0,31,32,106,52,52,106,1698.0,1994.0,309,5,517,6,8552000,9520000,59,0,0,0,0,15928,14480,13568,53,0,0,0,229.0,0,Benign
51088,28008,6,0.0,4014,68,57706,70,27,27,27,0,0,0,31,32,1352,52,52,1352,4014.0,57706.0,547,6,28433,27,32112000,461648000,94,0,4,0,40,44888,14480,8960,35,0,0,0,0.0,0,Benign
15963,58452,6,0.0,2974,48,33572,50,27,27,27,0,0,0,31,32,1352,52,52,1352,2974.0,33572.0,547,6,16366,17,23792000,268576000,74,0,0,0,24,30408,14480,8960,35,0,0,0,0.0,0,Benign
4800,9643,17,0.0,528,4,304,4,0,0,0,0,0,0,31,32,148,52,52,148,528.0,304.0,0,0,0,0,4224000,2432000,6,2,0,0,0,0,0,0,0,0,0,0,0.0,0,Benign
32554,80,6,7.0,1580,12,10168,18,27,27,27,0,0,0,31,32,1500,52,52,1500,1580.0,10168.0,578,2,3320,3,12640000,81344000,18,0,6,0,6,10136,8688,16896,66,0,0,0,0.0,0,Benign
13365,40646,6,0.0,3182,52,39694,54,27,27,27,0,0,0,31,32,1352,52,52,1352,3182.0,39694.0,547,6,19427,19,25456000,317552000,76,2,0,0,28,33304,14480,8960,35,0,0,0,0.0,0,Benign
39115,9015,6,0.0,2230,34,14816,36,27,27,27,0,0,0,31,32,1352,52,52,1352,2230.0,14816.0,539,6,6988,10,17840000,118528000,60,0,0,0,10,20272,14480,6912,27,0,0,0,0.0,0,Benign
1537,6881,6,0.0,1540,16,1644,18,27,27,27,0,0,0,31,32,329,52,52,329,1540.0,1644.0,506,3,506,3,12320000,13152000,30,0,4,0,0,10136,10136,64000,250,0,0,0,0.0,0,Benign
5294,49916,6,0.0,3992,18,2456,18,27,27,27,0,0,0,31,32,888,52,52,888,3992.0,2456.0,1836,6,1068,6,31936000,19648000,14,18,2,2,0,14480,14480,11264,44,0,0,0,0.0,0,Benign
22057,64927,6,0.0,4544,18,2456,18,27,27,27,0,0,0,31,32,1164,52,52,1164,4544.0,2456.0,2112,6,1068,6,36352000,19648000,14,18,2,0,2,14480,14480,16384,64,0,0,0,0.0,0,Benign
35676,21,6,1.0,481,9,750,11,24,24,24,0,0,0,31,32,94,52,52,94,928.0,992.0,132,2,172,2,5576000,5696000,31,0,0,0,0,10136,10136,33792,132,0,0,0,229.0,0,Benign
9249,21,6,1.0,1493,27,2052,29,24,24,24,0,0,0,31,32,106,52,52,106,1940.0,2294.0,378,6,609,7,9544000,10776000,67,0,0,0,0,17376,15928,31232,122,0,0,0,125.0,0,Benign
15680,6881,6,0.0,1540,16,1644,18,27,27,27,0,0,0,31,32,329,52,52,329,1540.0,1644.0,506,3,506,3,12320000,13152000,30,0,4,0,0,10136,10136,64000,250,0,0,0,0.0,0,Benign
11243,29895,6,0.0,320,6,1918,8,27,19,27,0,0,0,31,32,799,52,52,799,320.0,1918.0,0,0,799,1,2560000,15344000,12,0,0,2,0,7240,5792,0,0,0,0,0,0.0,0,Benign
31998,59283,6,0.0,3806,64,51422,66,27,27,27,0,0,0,31,32,1352,52,52,1352,3806.0,51422.0,547,6,25291,25,30448000,411376000,90,4,0,0,36,41992,14480,8960,35,0,0,0,0.0,0,Benign
63995,21,6,1.0,9,1,193,3,24,24,16,0,0,0,31,32,89,52,52,89,456.0,435.0,0,0,0,0,3648000,3480000,15,0,0,0,0,0,7240,0,0,0,0,0,331.0,0,Benign
31840,53,17,0.0,130,2,162,2,0,0,0,0,0,0,31,31,81,65,65,81,130.0,162.0,0,0,0,0,1040000,1296000,4,0,0,0,0,0,0,0,0,55749,1,60,0.0,0,Benign
38844,38595,6,0.0,5278,92,90666,92,27,27,27,0,0,0,31,32,1352,52,52,1352,5278.0,90666.0,555,6,44913,38,42224000,725328000,118,0,0,0,66,60816,14480,11008,43,0,0,0,0.0,0,Benign
20797,19178,6,0.0,2854,46,31360,48,27,27,27,0,0,0,31,32,1352,52,52,1352,2854.0,31360.0,539,6,15260,16,22832000,250880000,72,0,0,0,22,28960,14480,6912,27,0,0,0,0.0,0,Benign
35835,13061,6,0.0,4056,18,2456,18,27,27,27,0,0,0,31,32,920,52,52,920,4056.0,2456.0,1868,6,1068,6,32448000,19648000,14,18,2,2,0,14480,14480,19456,76,0,0,0,0.0,0,Benign
46953,21,6,1.0,1817,33,2512,35,24,24,24,0,0,0,31,32,106,52,52,106,2264.0,2754.0,436,7,793,9,10616000,12192000,79,0,0,0,0,20272,17376,46080,180,0,0,0,229.0,0,Benign
29300,5190,6,0.0,1470,22,1728,14,27,27,27,0,0,0,31,32,510,52,52,510,1470.0,1728.0,367,4,652,3,11760000,13824000,32,2,2,0,0,10136,11584,28416,111,0,0,0,0.0,0,Benign
45498,21,6,1.0,1493,27,2056,29,24,24,24,0,0,0,31,32,106,52,52,106,1940.0,2298.0,378,6,611,7,9544000,10784000,67,0,0,0,0,17376,15928,31232,122,0,0,0,125.0,0,Benign
52625,80,6,7.0,1580,12,10168,18,27,27,27,0,0,0,31,32,1500,52,52,1500,1580.0,10168.0,578,2,3320,3,12640000,81344000,18,0,6,0,6,10136,8688,16896,66,0,0,0,0.0,0,Benign
16222,14305,6,0.0,2766,44,28404,46,27,27,27,0,0,0,31,32,1352,52,52,1352,2766.0,28404.0,547,6,13782,15,22128000,227232000,70,0,0,0,20,27512,14480,8960,35,0,0,0,0.0,0,Benign
53661,51677,6,0.0,3598,60,46566,62,27,27,27,0,0,0,31,32,1352,52,52,1352,3598.0,46566.0,547,6,22863,23,28784000,372528000,86,0,4,0,32,39096,14480,8960,35,0,0,0,0.0,0,Benign
39947,10234,6,0.0,3806,64,55844,66,27,27,27,0,0,0,31,32,1352,52,52,1352,3806.0,55844.0,547,6,27502,25,30448000,446752000,88,2,0,0,40,41992,14480,8960,35,0,0,0,0.0,0,Benign
12332,5190,6,0.0,1470,22,1728,14,27,27,27,0,0,0,31,32,510,52,52,510,1470.0,1728.0,367,4,652,3,11760000,13824000,32,2,2,0,0,10136,11584,28416,111,0,0,0,0.0,0,Benign
3550,5625,6,0.0,2646,42,25470,44,27,27,27,0,0,0,31,32,1352,52,52,1352,2646.0,25470.0,539,6,12315,14,21168000,203760000,68,0,0,2,16,26064,14480,6912,27,0,0,0,0.0,0,Benign
35404,80,6,7.0,846,10,1444,10,27,27,19,0,0,0,62,63,554,40,40,554,846.0,1444.0,247,1,554,1,6768000,11552000,16,2,0,2,0,16383,16383,63232,247,0,0,0,0.0,1,Analysis
10422,21,6,1.0,2383,43,3234,45,24,24,24,0,0,0,31,32,106,52,52,106,2830.0,3476.0,563,9,1068,12,12760000,14984000,99,0,0,0,0,24616,20272,13056,51,0,0,0,221.0,0,Benign
22293,21,6,1.0,2383,43,3232,45,24,24,24,0,0,0,31,32,106,52,52,106,2830.0,3474.0,563,9,1067,12,12760000,14976000,99,0,0,0,0,24616,20272,13056,51,0,0,0,221.0,0,Benign
10409,7994,6,0.0,4550,78,67380,80,27,27,27,0,0,0,31,32,1352,52,52,1352,4550.0,67380.0,555,6,33270,32,36400000,539040000,110,0,0,0,48,52128,14480,11008,43,0,0,0,0.0,0,Benign
11976,28760,6,0.0,424,8,8824,12,27,19,27,0,0,0,31,32,1500,52,52,1500,424.0,8824.0,0,0,4252,3,3392000,70592000,14,0,0,0,6,10136,5792,0,0,0,0,0,0.0,0,Benign
1178,25,6,3.0,37342,52,3380,42,27,27,27,0,0,0,31,32,1500,52,52,1500,37342.0,3380.0,18199,17,958,7,298736000,27040000,66,2,2,0,24,15928,30408,5888,23,0,0,0,0.0,0,Benign
12858,32284,6,0.0,320,6,1888,8,27,19,27,0,0,0,31,32,784,52,52,784,320.0,1888.0,0,0,784,1,2560000,15104000,12,0,0,2,0,7240,5792,0,0,0,0,0,0.0,0,Benign
2991,58363,17,0.0,520,4,304,4,0,0,0,0,0,0,31,32,144,52,52,144,520.0,304.0,0,0,0,0,4160000,2432000,6,2,0,0,0,0,0,0,0,0,0,0,0.0,0,Benign
46850,3001,6,0.0,2438,38,20006,40,27,27,27,0,0,0,31,32,1352,52,52,1352,2438.0,20006.0,539,6,9583,12,19504000,160048000,64,0,0,2,12,23168,14480,6912,27,0,0,0,0.0,0,Benign
10838,9390,6,0.0,5072,28,3080,30,27,27,27,0,0,0,31,32,1168,52,52,1168,5072.0,3080.0,2116,6,1068,6,40576000,24640000,36,18,2,0,2,14480,14480,17408,68,0,0,0,0.0,0,Benign
31619,5190,6,0.0,2054,22,2478,24,27,27,27,0,0,0,31,32,433,52,52,433,2054.0,2478.0,711,5,871,5,16432000,19824000,38,4,4,0,0,13032,13032,50944,199,0,0,0,0.0,0,Benign
22504,111,17,0.0,568,4,312,4,0,0,0,0,0,0,31,32,142,76,76,142,568.0,312.0,0,0,0,0,4544000,2496000,4,4,0,0,0,0,0,0,0,0,0,0,0.0,0,Benign
7956,6881,6,0.0,20856,380,918947,711,27,27,27,4294952,15,15,31,32,1500,52,52,1500,20856.0,918947.0,2052,29,454545,321,10424000,459472000,446,0,2,51,592,65160,56472,1024,4,0,0,0,0.0,0,Benign
16833,21,6,1.0,2383,43,3232,45,24,24,24,0,0,0,31,32,106,52,52,106,2830.0,3474.0,563,9,1067,12,12760000,14976000,99,0,0,0,0,24616,20272,13056,51,0,0,0,221.0,0,Benign
8558,45337,6,0.0,3824,18,2456,18,27,27,27,0,0,0,31,32,804,52,52,804,3824.0,2456.0,1752,6,1068,6,30592000,19648000,14,18,2,2,0,14480,14480,55296,216,0,0,0,0.0,0,Benign
9444,46004,6,0.0,3728,18,2456,18,27,27,27,0,0,0,31,32,756,52,52,756,3728.0,2456.0,1704,6,1068,6,29824000,19648000,14,18,2,2,0,14480,14480,43008,168,0,0,0,0.0,0,Benign
23975,80,6,7.0,1684,14,10168,18,27,27,27,0,0,0,31,32,1500,52,52,1500,1684.0,10168.0,578,2,4820,4,13472000,81344000,20,0,6,0,6,11584,8688,16896,66,0,0,0,0.0,0,Benign
11723,53,17,0.0,146,2,178,2,0,0,0,0,0,0,31,31,89,73,73,89,146.0,178.0,0,0,0,0,1168000,1424000,4,0,0,0,0,0,0,0,0,34926,1,60,0.0,0,Benign
59734,1258,6,0.0,8928,14,320,6,27,27,19,0,0,0,31,32,1500,52,52,1500,8928.0,320.0,4252,3,0,0,71424000,2560000,14,0,0,0,6,5792,10136,39936,156,0,0,0,0.0,0,Benign
15864,21,6,1.0,2059,37,2816,39,24,24,24,0,0,0,31,32,106,52,52,106,2506.0,3058.0,505,8,887,10,11664000,13552000,87,0,0,0,0,21720,18824,63744,249,0,0,0,125.0,0,Benign
43659,6881,6,0.0,1540,16,1644,18,27,27,27,0,0,0,31,32,329,52,52,329,1540.0,1644.0,506,3,506,3,12320000,13152000,30,0,4,0,0,10136,10136,64000,250,0,0,0,0.0,0,Benign
44722,42682,6,0.0,3926,66,55486,68,27,27,27,0,0,0,31,32,1352,52,52,1352,3926.0,55486.0,555,6,27323,26,31408000,443888000,92,0,0,6,36,43440,14480,11008,43,0,0,0,0.0,0,Benign
26488,22,6,92.0,3728,32,5578,26,27,27,27,0,0,0,31,32,900,52,52,900,3728.0,5578.0,1340,6,2421,6,29824000,44624000,44,4,4,6,0,14480,14480,15360,60,0,0,0,0.0,0,Benign
2750,21590,6,0.0,424,8,8824,12,27,19,27,0,0,0,31,32,1500,52,52,1500,424.0,8824.0,0,0,4252,3,3392000,70592000,14,0,0,0,6,10136,5792,0,0,0,0,0,0.0,0,Benign
58177,53,17,0.0,146,2,178,2,0,0,0,0,0,0,31,31,89,73,73,89,146.0,178.0,0,0,0,0,1168000,1424000,4,0,0,0,0,0,0,0,0,18148,1,60,0.0,0,Benign
10535,8409,6,0.0,2230,34,13586,36,27,27,27,0,0,0,31,32,1352,52,52,1352,2230.0,13586.0,539,6,6373,10,17840000,108688000,60,0,2,0,8,20272,14480,6912,27,0,0,0,0.0,0,Benign
55974,21,6,1.0,2059,37,2816,39,24,24,24,0,0,0,31,32,106,52,52,106,2506.0,3058.0,505,8,887,10,11664000,13552000,87,0,0,0,0,21720,18824,63744,249,0,0,0,125.0,0,Benign
